city,district,property_type,area_m2,price_syp,price_usd,source,created_at
damascus,mazzeh,apartment,84,447253632,,seed,2025-11-30T16:16:46.558Z
rif dimashq,jaramana,apartment,86,193156739,,seed,2025-12-18T06:10:17.558Z
rif dimashq,mleiha,land,771,1655992350,,seed,2025-11-11T04:51:37.558Z
rif dimashq,jadidat al sheibani,apartment,125,626429349,,seed,2025-12-25T06:35:19.558Z
damascus,muhajireen,apartment,98,975420372,,seed,2025-11-10T17:01:26.558Z
damascus,mazzeh,villa,328,2791084572,,seed,2026-01-07T19:34:27.558Z
damascus,malki,apartment,108,1464606140,,seed,2026-01-18T20:52:17.558Z
damascus,rukn al-din,apartment,93,229855797,,seed,2026-01-23T10:36:02.558Z
damascus,shaalaan,apartment,212,2341039861,,seed,2026-02-13T12:54:33.558Z
rif dimashq,qudsaya project,apartment,95,941207627,,seed,2025-11-05T09:27:48.558Z
rif dimashq,darayya,apartment,199,1176562088,,seed,2026-03-01T15:20:32.558Z
damascus,muhajireen,house,209,1676514917,,seed,2026-02-01T06:27:29.558Z
damascus,baghdad,studio,29,315617833,,seed,2026-02-07T18:30:55.558Z
damascus,mazzeh,apartment,207,1203909067,,seed,2026-02-17T21:04:04.558Z
damascus,khaled ibn al walid,house,99,626201718,,seed,2026-01-29T18:23:09.558Z
damascus,mashrou dummar,apartment,80,875337701,,seed,2025-11-21T18:25:24.558Z
damascus,baghdad,villa,481,6412744217,,seed,2025-12-20T03:09:24.558Z
damascus,abu rummaneh,house,103,927583485,,seed,2025-11-19T18:52:40.558Z
damascus,malki,land,713,3514642011,,seed,2025-12-04T15:11:30.558Z
damascus,hay al ameen,apartment,201,2153501413,,seed,2026-01-09T06:32:54.558Z
damascus,malki,apartment,100,750780000,,seed,2025-11-19T14:36:32.558Z
damascus,mashrou dummar,apartment,158,1961319096,,seed,2025-11-16T09:37:35.558Z
rif dimashq,darayya,apartment,84,439095438,,seed,2025-12-12T01:04:40.558Z
damascus,rukn al-din,apartment,170,634429831,,seed,2025-12-29T17:17:00.558Z
damascus,muhajireen,studio,32,333200749,,seed,2025-11-19T00:31:06.558Z
damascus,mashrou dummar,apartment,203,2172423453,,seed,2026-01-13T06:03:00.558Z
damascus,hay al ameen,apartment,122,1533753777,,seed,2026-01-26T21:54:33.558Z
damascus,hay al ameen,apartment,127,1460805988,,seed,2025-12-19T07:17:58.558Z
rif dimashq,artouz,apartment,98,639420853,,seed,2026-02-03T06:00:17.558Z
rif dimashq,sahnaya,apartment,86,350828010,,seed,2026-02-03T12:09:53.558Z
rif dimashq,harasta,land,282,336938688,,seed,2026-02-09T07:11:35.558Z
damascus,mazzeh,apartment,216,1551599684,,seed,2025-12-28T09:18:11.558Z
damascus,baghdad,apartment,193,1740917024,,seed,2026-02-27T01:20:28.558Z
damascus,abu rummaneh,studio,34,434113773,,seed,2025-11-15T02:59:31.558Z
damascus,malki,apartment,215,2046183820,,seed,2025-11-27T06:30:33.558Z
rif dimashq,qudsaya project,studio,49,327244050,,seed,2026-02-15T10:20:02.558Z
damascus,kafr sousa,studio,54,350506552,,seed,2026-01-15T00:10:50.558Z
rif dimashq,artouz,house,225,963951141,,seed,2025-11-23T07:54:45.558Z
rif dimashq,jaramana,villa,283,1056890766,,seed,2025-12-28T09:35:06.558Z
damascus,kafr sousa,apartment,184,1162885968,,seed,2025-12-14T11:52:43.558Z
damascus,abu rummaneh,apartment,76,1049322195,,seed,2025-11-22T10:23:27.558Z
damascus,hay al ameen,apartment,125,1055572366,,seed,2025-11-10T04:00:33.558Z
rif dimashq,mleiha,house,109,327927156,,seed,2025-12-28T10:39:34.558Z
damascus,hay al ameen,house,206,1603349738,,seed,2025-11-27T15:50:17.558Z
damascus,hay al ameen,apartment,71,503145916,,seed,2025-12-28T06:52:26.558Z
rif dimashq,sahnaya,house,262,1190615987,,seed,2026-02-28T21:29:40.558Z
rif dimashq,qudsaya project,apartment,138,1242162883,,seed,2025-11-29T09:13:57.558Z
damascus,mazzeh,studio,25,116245854,,seed,2025-12-07T23:08:28.558Z
damascus,malki,apartment,165,1508484462,,seed,2025-11-12T08:06:54.558Z
damascus,mazzeh,apartment,87,524575264,,seed,2025-12-02T16:20:09.558Z
damascus,mashrou dummar,apartment,154,1550932977,,seed,2025-11-12T22:48:37.558Z
rif dimashq,harasta,house,204,376992000,,seed,2026-02-14T16:49:25.558Z
damascus,mazzeh,apartment,122,731922674,,seed,2025-12-14T04:31:16.558Z
damascus,kafr sousa,house,196,1258375232,,seed,2025-12-10T20:35:34.558Z
rif dimashq,mleiha,apartment,89,205360985,,seed,2026-01-20T04:42:39.558Z
damascus,abu rummaneh,villa,334,6102912422,,seed,2026-01-13T13:21:44.558Z
damascus,malki,apartment,113,963742523,,seed,2025-11-30T23:48:57.558Z
rif dimashq,jadidat al sheibani,apartment,187,1145182367,,seed,2026-01-08T14:00:54.558Z
damascus,mazzeh,apartment,112,608147718,,seed,2025-11-29T05:15:53.558Z
damascus,hay al ameen,apartment,157,1254927962,,seed,2025-12-18T10:54:18.558Z
damascus,shaalaan,apartment,129,1127513819,,seed,2025-12-04T16:51:14.558Z
damascus,mashrou dummar,house,253,1632840719,,seed,2026-02-26T23:34:43.558Z
damascus,mashrou dummar,apartment,84,791955254,,seed,2026-01-21T03:27:50.558Z
damascus,hay al ameen,studio,42,372654269,,seed,2026-01-22T15:43:41.558Z
rif dimashq,darayya,apartment,209,1255167792,,seed,2026-01-13T01:33:41.558Z
damascus,baghdad,apartment,157,1974146312,,seed,2026-02-06T23:41:57.558Z
rif dimashq,sahnaya,house,152,824422629,,seed,2026-02-05T17:18:14.559Z
damascus,shaalaan,apartment,80,683985438,,seed,2025-12-01T23:07:33.559Z
damascus,abu rummaneh,apartment,128,1285831265,,seed,2025-11-23T03:52:23.559Z
damascus,muhajireen,apartment,170,1867535617,,seed,2025-11-22T10:34:29.559Z
rif dimashq,qudsaya project,villa,585,8396242920,,seed,2026-01-17T07:05:21.559Z
rif dimashq,darayya,land,830,3440479304,,seed,2025-11-07T13:43:16.559Z
damascus,rukn al-din,studio,25,99664989,,seed,2026-01-06T18:07:38.559Z
rif dimashq,qudsaya project,house,120,980567426,,seed,2025-12-20T10:21:05.559Z
damascus,mazzeh,apartment,149,722338869,,seed,2025-11-13T12:30:17.559Z
rif dimashq,artouz,house,202,1380629377,,seed,2025-12-08T11:59:55.559Z
damascus,mazzeh,apartment,81,402875083,,seed,2026-01-14T12:01:23.559Z
damascus,shaalaan,studio,56,532167772,,seed,2025-12-24T02:12:01.559Z
damascus,khaled ibn al walid,house,153,1427160340,,seed,2025-12-29T23:29:13.559Z
damascus,khaled ibn al walid,apartment,128,841864320,,seed,2026-01-06T14:48:58.559Z
rif dimashq,jaramana,house,151,308221200,,seed,2026-01-22T04:11:33.559Z
damascus,kafr sousa,apartment,170,879014756,,seed,2026-01-11T05:18:01.559Z
rif dimashq,sahnaya,land,910,1888095300,,seed,2025-12-16T12:55:53.559Z
damascus,rukn al-din,apartment,220,509055030,,seed,2026-02-10T22:57:39.559Z
damascus,kafr sousa,house,218,845866769,,seed,2025-12-03T03:17:52.559Z
rif dimashq,harasta,apartment,83,166896204,,seed,2026-01-08T17:20:21.559Z
rif dimashq,artouz,apartment,197,812704454,,seed,2025-11-10T21:21:27.559Z
damascus,mazzeh,house,153,664770965,,seed,2025-12-20T03:08:13.559Z
rif dimashq,jaramana,apartment,156,549831197,,seed,2026-02-06T05:43:03.559Z
damascus,khaled ibn al walid,apartment,85,689770793,,seed,2025-11-15T04:02:33.559Z
damascus,shaalaan,apartment,140,1337469326,,seed,2025-11-27T08:14:45.559Z
damascus,baghdad,apartment,134,1550818760,,seed,2025-12-31T14:15:55.559Z
damascus,malki,house,147,1762236000,,seed,2026-03-01T04:32:47.559Z
damascus,midan,apartment,147,415112422,,seed,2026-01-31T09:36:37.559Z
rif dimashq,jadidat al sheibani,apartment,110,603658558,,seed,2025-11-16T07:36:13.559Z
damascus,muhajireen,land,567,2733358633,,seed,2026-01-14T15:32:13.559Z
rif dimashq,mleiha,apartment,141,510522838,,seed,2025-11-13T20:48:24.559Z
damascus,baghdad,apartment,85,550920943,,seed,2025-12-15T03:07:57.559Z
damascus,rukn al-din,apartment,128,350114876,,seed,2026-01-05T00:16:27.559Z
damascus,abu rummaneh,apartment,118,1258766214,,seed,2025-12-21T23:35:57.559Z
rif dimashq,jadidat al sheibani,apartment,187,898696005,,seed,2025-11-04T17:08:30.559Z
rif dimashq,mleiha,apartment,121,343280125,,seed,2026-01-10T10:17:03.559Z
damascus,baghdad,apartment,170,2106742345,,seed,2026-01-05T15:08:00.559Z
rif dimashq,qudsaya project,apartment,180,1841768039,,seed,2026-02-09T15:29:13.559Z
damascus,rukn al-din,apartment,165,404665247,,seed,2025-12-07T13:10:25.559Z
rif dimashq,artouz,villa,531,3360129364,,seed,2026-03-01T13:10:28.559Z
damascus,shaalaan,apartment,180,1554152801,,seed,2026-02-28T12:28:04.559Z
damascus,mazzeh,apartment,75,451873919,,seed,2026-01-12T09:59:10.559Z
rif dimashq,jadidat al sheibani,apartment,144,923784710,,seed,2026-01-31T00:03:57.559Z
rif dimashq,jaramana,studio,30,85178913,,seed,2025-12-24T01:32:00.559Z
damascus,mazzeh,apartment,76,374014776,,seed,2026-02-18T06:49:19.559Z
damascus,malki,apartment,75,592110000,,seed,2026-02-17T20:59:18.559Z
rif dimashq,jadidat al sheibani,apartment,79,300561193,,seed,2026-02-07T13:32:01.559Z
rif dimashq,jaramana,apartment,177,574407001,,seed,2025-11-27T00:44:46.559Z
rif dimashq,jadidat al sheibani,apartment,173,797853027,,seed,2025-12-03T16:59:40.559Z
rif dimashq,darayya,apartment,147,630592708,,seed,2026-01-06T11:46:25.559Z
rif dimashq,jadidat al sheibani,villa,504,5028464338,,seed,2025-11-25T02:41:43.559Z
damascus,mashrou dummar,apartment,178,2321182656,,seed,2025-12-24T15:59:52.559Z
damascus,kafr sousa,apartment,114,563295994,,seed,2026-02-18T20:54:28.559Z
rif dimashq,artouz,house,140,840441199,,seed,2026-01-29T20:54:21.559Z
damascus,abu rummaneh,apartment,210,2422628046,,seed,2026-01-09T11:15:43.559Z
rif dimashq,harasta,apartment,81,272762425,,seed,2025-11-17T13:09:19.559Z
damascus,midan,villa,242,1305937490,,seed,2025-12-04T07:48:29.559Z
damascus,mashrou dummar,apartment,164,1963521621,,seed,2026-02-12T04:41:12.559Z
damascus,shaalaan,apartment,70,719729594,,seed,2025-12-05T10:05:26.559Z
damascus,abu rummaneh,apartment,130,1286666824,,seed,2026-02-19T02:30:39.559Z
rif dimashq,harasta,villa,345,1274101781,,seed,2025-11-11T02:16:20.559Z
damascus,malki,apartment,70,734987557,,seed,2025-12-15T03:00:42.559Z
rif dimashq,mleiha,apartment,160,423853468,,seed,2025-12-26T16:50:17.559Z
damascus,abu rummaneh,apartment,125,1626796499,,seed,2025-11-17T10:15:04.559Z
rif dimashq,jadidat al sheibani,apartment,134,735414634,,seed,2026-02-01T05:39:16.559Z
rif dimashq,qudsaya project,apartment,160,1285574572,,seed,2025-11-15T22:46:49.559Z
damascus,kafr sousa,house,124,642866844,,seed,2025-12-09T17:48:38.559Z
damascus,kafr sousa,apartment,214,1193915554,,seed,2025-11-30T22:37:30.559Z
damascus,rukn al-din,house,107,241486500,,seed,2026-01-07T11:41:48.559Z
damascus,hay al ameen,house,146,1093274043,,seed,2026-02-26T04:51:47.559Z
damascus,khaled ibn al walid,house,147,840325500,,seed,2026-01-31T13:16:53.559Z
damascus,kafr sousa,apartment,163,921912148,,seed,2025-12-02T16:45:22.559Z
rif dimashq,harasta,studio,60,156435357,,seed,2026-01-06T20:26:37.559Z
damascus,kafr sousa,apartment,119,616420680,,seed,2026-02-05T10:09:17.559Z
rif dimashq,harasta,apartment,74,232283601,,seed,2026-02-21T00:26:17.559Z
rif dimashq,qudsaya project,house,148,1171477715,,seed,2025-12-21T19:47:03.559Z
rif dimashq,artouz,apartment,78,540530172,,seed,2026-01-15T20:44:49.559Z
rif dimashq,jaramana,land,815,1692456968,,seed,2026-02-26T05:17:26.559Z
damascus,baghdad,apartment,126,1142173359,,seed,2025-11-14T11:55:01.559Z
rif dimashq,jaramana,apartment,157,352809139,,seed,2025-11-19T20:01:02.559Z
damascus,kafr sousa,apartment,175,840897020,,seed,2025-11-04T12:34:41.559Z
damascus,hay al ameen,villa,320,4116424814,,seed,2025-12-08T06:18:08.559Z
damascus,mazzeh,apartment,105,529088360,,seed,2025-12-17T02:47:06.559Z
damascus,muhajireen,apartment,124,1090876034,,seed,2026-02-11T19:53:09.559Z
damascus,kafr sousa,villa,244,1876020906,,seed,2025-11-06T17:49:48.559Z
rif dimashq,qudsaya project,house,159,1031338947,,seed,2025-11-14T02:59:38.559Z
rif dimashq,artouz,apartment,86,410859578,,seed,2025-12-07T16:10:59.559Z
rif dimashq,harasta,apartment,94,261198205,,seed,2026-02-04T03:07:26.559Z
rif dimashq,mleiha,apartment,166,487444580,,seed,2026-01-15T21:01:47.559Z
damascus,hay al ameen,studio,59,506624201,,seed,2026-02-04T10:03:02.559Z
damascus,malki,apartment,84,1127191674,,seed,2026-02-11T14:17:00.559Z
damascus,muhajireen,apartment,122,1026563063,,seed,2026-02-07T06:39:40.559Z
damascus,malki,apartment,112,969721632,,seed,2026-02-25T14:00:55.559Z
damascus,abu rummaneh,apartment,174,1835816778,,seed,2026-02-27T07:01:00.559Z
rif dimashq,sahnaya,apartment,118,567868517,,seed,2026-02-15T04:24:51.559Z
damascus,malki,house,121,1020250129,,seed,2026-01-21T19:18:17.559Z
damascus,hay al ameen,apartment,154,1608405887,,seed,2026-01-26T06:50:29.559Z
damascus,abu rummaneh,studio,52,641361041,,seed,2026-02-20T02:54:41.559Z
rif dimashq,sahnaya,apartment,134,970247010,,seed,2026-02-20T07:26:41.559Z
damascus,muhajireen,apartment,157,2121522003,,seed,2025-12-20T00:27:05.559Z
rif dimashq,harasta,villa,425,2305885180,,seed,2025-11-26T00:24:33.559Z
damascus,malki,apartment,198,1695291404,,seed,2026-01-30T09:56:08.559Z
damascus,mashrou dummar,apartment,151,1221827146,,seed,2025-11-18T04:07:24.559Z
rif dimashq,sahnaya,house,293,941303520,,seed,2025-12-20T10:18:03.559Z
damascus,mashrou dummar,villa,499,7184150583,,seed,2025-12-12T20:18:10.559Z
damascus,abu rummaneh,apartment,77,797581579,,seed,2026-02-19T18:15:56.559Z
rif dimashq,jaramana,apartment,116,356994479,,seed,2026-02-22T07:10:39.559Z
damascus,hay al ameen,apartment,203,1965569430,,seed,2025-12-25T14:21:58.559Z
rif dimashq,mleiha,apartment,102,347931195,,seed,2026-02-26T07:51:48.559Z
damascus,abu rummaneh,house,106,1023417351,,seed,2026-02-23T14:41:07.559Z
rif dimashq,darayya,apartment,128,579173628,,seed,2025-12-31T16:04:10.559Z
rif dimashq,harasta,house,211,421122240,,seed,2025-11-21T11:32:36.559Z
damascus,khaled ibn al walid,villa,422,5903524700,,seed,2026-02-10T08:52:06.559Z
rif dimashq,darayya,studio,41,311389071,,seed,2025-12-26T15:34:33.559Z
damascus,malki,apartment,77,699524548,,seed,2025-11-27T14:53:30.559Z
rif dimashq,mleiha,land,488,829058801,,seed,2026-02-12T20:22:58.559Z
rif dimashq,harasta,land,961,1581074619,,seed,2025-12-16T04:40:15.559Z
rif dimashq,sahnaya,apartment,197,949900536,,seed,2026-01-26T23:39:44.559Z
rif dimashq,qudsaya project,apartment,141,1230958740,,seed,2026-02-21T14:54:23.559Z
damascus,midan,studio,28,71638560,,seed,2026-02-21T19:26:56.559Z
rif dimashq,qudsaya project,apartment,125,859465186,,seed,2025-11-24T10:22:39.559Z
rif dimashq,sahnaya,house,276,1080623937,,seed,2026-02-04T02:20:28.559Z
rif dimashq,jaramana,house,264,612177759,,seed,2026-02-17T15:23:17.559Z
rif dimashq,qudsaya project,house,199,1203342603,,seed,2025-11-07T22:09:24.559Z
damascus,rukn al-din,apartment,122,363082773,,seed,2025-11-19T03:11:06.559Z
damascus,mashrou dummar,apartment,142,1741912798,,seed,2026-02-14T08:32:22.559Z
damascus,mazzeh,apartment,150,656129845,,seed,2026-02-01T13:10:22.559Z
rif dimashq,jaramana,apartment,183,601153709,,seed,2025-11-10T10:37:46.559Z
damascus,abu rummaneh,apartment,171,2454176692,,seed,2026-02-19T22:40:27.559Z
rif dimashq,qudsaya project,apartment,194,1614546391,,seed,2026-01-23T20:16:39.559Z
damascus,abu rummaneh,apartment,205,1800860832,,seed,2026-01-24T04:51:17.559Z
rif dimashq,jadidat al sheibani,house,292,1541466662,,seed,2026-02-11T06:14:48.559Z
rif dimashq,darayya,studio,52,304615715,,seed,2026-02-26T21:51:10.559Z
damascus,abu rummaneh,apartment,152,1845391868,,seed,2026-02-02T05:42:53.559Z
rif dimashq,artouz,apartment,118,629295890,,seed,2025-11-26T23:47:43.559Z
rif dimashq,jaramana,house,166,458500035,,seed,2026-01-27T07:41:08.559Z
damascus,mashrou dummar,apartment,157,1342933329,,seed,2026-01-31T16:09:15.559Z
damascus,mashrou dummar,apartment,117,1275214008,,seed,2026-02-02T21:32:12.559Z
damascus,midan,apartment,140,316948464,,seed,2025-12-14T17:16:33.559Z
damascus,mashrou dummar,apartment,211,2391530671,,seed,2025-12-31T03:03:47.559Z
damascus,shaalaan,apartment,84,878083185,,seed,2025-11-09T04:33:39.559Z
damascus,malki,studio,45,579495699,,seed,2026-02-09T00:24:34.559Z
damascus,shaalaan,house,206,2263734000,,seed,2025-11-26T15:15:33.559Z
damascus,abu rummaneh,apartment,200,2477969815,,seed,2025-12-21T04:28:46.559Z
damascus,kafr sousa,apartment,217,1133945940,,seed,2025-12-25T07:56:16.559Z
damascus,baghdad,apartment,142,1423730272,,seed,2026-01-25T01:20:27.559Z
damascus,hay al ameen,house,110,806277440,,seed,2025-11-20T19:12:29.559Z
damascus,shaalaan,apartment,126,1283941520,,seed,2025-12-03T03:45:57.559Z
damascus,rukn al-din,apartment,103,239768482,,seed,2025-12-31T21:35:26.559Z
rif dimashq,jadidat al sheibani,apartment,168,933412276,,seed,2025-11-10T14:57:37.559Z
damascus,muhajireen,apartment,157,1128946990,,seed,2025-11-26T16:17:40.559Z
damascus,mazzeh,apartment,89,391566360,,seed,2026-01-13T13:23:16.559Z
rif dimashq,jadidat al sheibani,house,264,1666329238,,seed,2026-03-02T16:06:53.559Z
damascus,mashrou dummar,land,808,5020788774,,seed,2026-02-12T06:10:20.559Z
damascus,shaalaan,house,118,926435670,,seed,2026-02-27T14:47:46.559Z
rif dimashq,sahnaya,house,194,921317084,,seed,2025-12-28T00:46:46.559Z
damascus,abu rummaneh,apartment,102,1147434555,,seed,2025-11-28T05:45:19.559Z
rif dimashq,harasta,house,265,881496000,,seed,2025-12-02T23:50:34.559Z
damascus,mazzeh,apartment,84,480068534,,seed,2026-02-07T23:10:26.559Z
damascus,mazzeh,apartment,110,564562253,,seed,2025-11-06T08:35:46.559Z
damascus,mashrou dummar,studio,46,459371734,,seed,2025-12-08T06:54:28.559Z
damascus,hay al ameen,apartment,125,1039474646,,seed,2025-11-15T01:16:05.559Z
rif dimashq,mleiha,apartment,118,393630963,,seed,2025-12-14T22:42:08.559Z
damascus,khaled ibn al walid,studio,56,560237978,,seed,2025-12-25T09:32:32.559Z
rif dimashq,mleiha,apartment,170,554452287,,seed,2025-12-07T13:02:07.559Z
damascus,malki,land,314,2645136000,,seed,2026-02-06T14:10:33.559Z
rif dimashq,jadidat al sheibani,land,709,2347891017,,seed,2026-02-16T01:12:36.559Z
damascus,shaalaan,apartment,87,912600997,,seed,2026-01-20T23:53:05.559Z
rif dimashq,jaramana,land,820,1728259608,,seed,2025-12-27T09:29:32.559Z
damascus,baghdad,apartment,214,2240894395,,seed,2025-11-23T20:48:22.559Z
damascus,muhajireen,studio,45,449154731,,seed,2025-12-11T03:20:29.559Z
rif dimashq,qudsaya project,villa,386,3852063572,,seed,2025-12-08T05:24:37.559Z
damascus,midan,house,226,467075664,,seed,2025-11-29T17:34:50.559Z
damascus,mashrou dummar,apartment,179,1236745188,,seed,2025-12-23T18:13:37.559Z
rif dimashq,jadidat al sheibani,apartment,94,415405746,,seed,2026-01-25T09:50:05.559Z
rif dimashq,sahnaya,studio,34,227522550,,seed,2026-02-16T23:54:18.559Z
damascus,malki,villa,307,3713618234,,seed,2026-01-05T08:22:32.559Z
damascus,midan,land,582,845302020,,seed,2026-02-22T04:41:33.559Z
damascus,hay al ameen,apartment,188,1535733934,,seed,2026-01-25T02:35:06.559Z
rif dimashq,qudsaya project,land,961,4521243476,,seed,2025-12-22T07:38:06.559Z
rif dimashq,harasta,house,163,542203200,,seed,2026-02-02T17:19:15.559Z
damascus,kafr sousa,apartment,208,850824000,,seed,2026-02-07T21:15:42.559Z
rif dimashq,jaramana,house,206,604999487,,seed,2025-12-28T09:09:47.559Z
damascus,midan,land,698,1256825304,,seed,2026-01-27T23:15:51.559Z
damascus,khaled ibn al walid,apartment,133,1104788784,,seed,2026-01-12T03:08:06.559Z
damascus,mashrou dummar,house,243,2412033552,,seed,2025-11-30T23:25:07.559Z
damascus,kafr sousa,apartment,212,1307345771,,seed,2025-12-20T08:47:28.559Z
damascus,abu rummaneh,house,114,876641007,,seed,2026-01-08T09:55:59.559Z
damascus,khaled ibn al walid,studio,49,344396293,,seed,2025-11-21T13:39:36.559Z
rif dimashq,darayya,house,113,410278033,,seed,2025-12-02T21:13:20.559Z
rif dimashq,jaramana,apartment,94,266694148,,seed,2025-12-12T17:05:41.559Z
damascus,midan,house,186,414030302,,seed,2026-01-13T10:59:47.559Z
damascus,malki,apartment,157,1652101503,,seed,2026-02-11T14:20:27.559Z
damascus,kafr sousa,apartment,151,758000083,,seed,2025-12-04T02:10:58.559Z
damascus,mashrou dummar,apartment,139,1169255253,,seed,2025-11-24T21:04:08.559Z
rif dimashq,mleiha,land,795,1267178479,,seed,2026-02-23T17:30:35.559Z
damascus,khaled ibn al walid,apartment,209,1872318212,,seed,2025-12-13T10:11:23.559Z
damascus,baghdad,house,233,1986585300,,seed,2026-01-17T21:10:43.559Z
rif dimashq,qudsaya project,apartment,126,1114622775,,seed,2025-12-08T02:55:57.559Z
rif dimashq,sahnaya,apartment,106,575831349,,seed,2025-12-12T12:22:51.559Z
damascus,rukn al-din,apartment,109,400171660,,seed,2025-11-24T18:24:11.559Z
rif dimashq,jaramana,house,262,495180000,,seed,2026-02-01T20:30:16.559Z
damascus,muhajireen,apartment,112,898283842,,seed,2026-01-18T04:37:09.559Z
rif dimashq,mleiha,apartment,142,463531810,,seed,2025-11-07T15:19:58.559Z
damascus,baghdad,apartment,140,1575710006,,seed,2026-02-25T12:37:27.559Z
damascus,rukn al-din,apartment,105,327221821,,seed,2025-12-14T16:24:18.559Z
rif dimashq,darayya,apartment,156,830823780,,seed,2025-11-28T14:01:25.559Z
damascus,hay al ameen,house,258,1677466243,,seed,2026-03-02T23:28:51.559Z
damascus,baghdad,apartment,133,985482041,,seed,2025-11-19T04:23:50.559Z
damascus,baghdad,apartment,130,1156277753,,seed,2026-01-01T13:40:15.559Z
damascus,khaled ibn al walid,studio,59,504445083,,seed,2025-12-26T02:22:27.559Z
damascus,midan,house,151,397139571,,seed,2025-11-20T12:54:03.559Z
damascus,shaalaan,studio,49,457122580,,seed,2026-01-16T09:21:51.559Z
rif dimashq,jaramana,apartment,203,647691032,,seed,2025-11-22T12:08:56.559Z
damascus,rukn al-din,apartment,201,509556038,,seed,2025-11-29T11:19:46.559Z
damascus,hay al ameen,land,279,1324259057,,seed,2026-01-08T22:05:21.559Z
damascus,abu rummaneh,apartment,180,1825358888,,seed,2025-11-24T23:06:54.559Z
rif dimashq,jadidat al sheibani,apartment,124,601703036,,seed,2025-11-09T00:25:40.559Z
damascus,kafr sousa,apartment,84,472744253,,seed,2026-03-01T03:18:59.559Z
damascus,midan,apartment,185,778292934,,seed,2025-11-15T19:16:11.559Z
damascus,hay al ameen,apartment,77,826632720,,seed,2026-01-21T01:33:27.559Z
rif dimashq,jadidat al sheibani,house,216,1285774759,,seed,2025-12-07T07:40:26.559Z
damascus,mazzeh,apartment,211,1519941030,,seed,2026-01-15T08:12:42.559Z
damascus,mashrou dummar,apartment,111,1145734154,,seed,2025-12-13T06:58:54.559Z
damascus,khaled ibn al walid,apartment,183,1648191448,,seed,2025-11-05T21:09:25.559Z
damascus,kafr sousa,studio,57,290086110,,seed,2026-01-02T15:42:35.559Z
rif dimashq,darayya,land,352,1459864730,,seed,2026-01-29T17:14:11.559Z
rif dimashq,qudsaya project,apartment,132,1597412077,,seed,2026-02-13T06:50:14.559Z
damascus,khaled ibn al walid,apartment,129,1481174421,,seed,2026-01-01T08:47:53.559Z
rif dimashq,harasta,apartment,199,505402071,,seed,2026-01-11T13:17:02.559Z
damascus,muhajireen,apartment,112,1011562630,,seed,2026-02-17T15:00:06.559Z
damascus,mazzeh,apartment,188,1003878017,,seed,2026-02-24T21:52:43.559Z
damascus,abu rummaneh,apartment,85,1129548510,,seed,2026-01-09T17:50:37.559Z
damascus,midan,studio,49,179560917,,seed,2026-02-19T11:12:55.559Z
damascus,mazzeh,apartment,93,496506185,,seed,2025-12-20T06:15:14.559Z
rif dimashq,mleiha,house,107,230873108,,seed,2026-02-06T03:05:15.559Z
rif dimashq,qudsaya project,apartment,107,812081531,,seed,2025-11-06T07:59:23.559Z
damascus,baghdad,apartment,184,1581365293,,seed,2025-12-06T22:09:08.559Z
damascus,khaled ibn al walid,apartment,116,1175152466,,seed,2025-11-09T15:47:37.559Z
damascus,mashrou dummar,apartment,178,1375815679,,seed,2025-12-05T07:17:26.559Z
damascus,mazzeh,apartment,101,391379040,,seed,2026-01-07T20:22:27.559Z
damascus,khaled ibn al walid,apartment,110,1337203778,,seed,2025-11-11T05:37:22.559Z
rif dimashq,sahnaya,villa,480,3619546780,,seed,2026-01-29T11:03:58.559Z
damascus,baghdad,villa,252,3633029509,,seed,2026-01-23T11:10:11.559Z
rif dimashq,jaramana,house,269,807939590,,seed,2025-11-15T21:07:34.559Z
damascus,mashrou dummar,studio,42,367158966,,seed,2025-11-17T03:50:53.559Z
damascus,malki,apartment,218,2710375862,,seed,2026-01-15T15:19:50.559Z
damascus,mazzeh,apartment,142,677730195,,seed,2026-02-10T09:59:51.559Z
rif dimashq,qudsaya project,land,251,1099133830,,seed,2026-02-03T11:28:34.559Z
rif dimashq,darayya,apartment,194,1058221803,,seed,2025-11-14T15:30:36.559Z
rif dimashq,qudsaya project,apartment,111,886578001,,seed,2025-12-27T22:26:12.559Z
damascus,muhajireen,apartment,91,886484350,,seed,2026-02-09T20:52:40.559Z
damascus,hay al ameen,villa,272,3352396698,,seed,2025-11-23T20:42:16.559Z
damascus,shaalaan,apartment,133,985287740,,seed,2025-11-05T11:20:41.559Z
rif dimashq,sahnaya,apartment,139,541599952,,seed,2026-01-02T14:00:39.559Z
damascus,kafr sousa,apartment,152,927433832,,seed,2025-12-16T18:23:24.559Z
rif dimashq,sahnaya,house,273,1209568865,,seed,2025-12-23T04:35:20.559Z
damascus,muhajireen,apartment,211,1710730481,,seed,2026-02-18T08:22:29.559Z
damascus,baghdad,apartment,127,1178656140,,seed,2026-02-09T00:56:08.559Z
damascus,hay al ameen,apartment,92,839730103,,seed,2026-02-16T19:15:27.559Z
rif dimashq,harasta,house,109,251423430,,seed,2025-11-27T02:36:46.559Z
damascus,muhajireen,apartment,103,920390490,,seed,2025-12-07T21:16:14.559Z
rif dimashq,jadidat al sheibani,apartment,121,494950500,,seed,2026-01-22T16:38:27.559Z
damascus,mazzeh,villa,393,3613711054,,seed,2026-02-12T23:36:05.559Z
damascus,midan,apartment,114,301262760,,seed,2026-01-12T13:14:32.559Z
